SKU,QtdEstoque,DataSnapshot,Laboratorio
23277,1,20/01/2026,Parque Shopping Maceio
23284,4,20/01/2026,Parque Shopping Maceio
23285,2,20/01/2026,Parque Shopping Maceio
23286,2,20/01/2026,Parque Shopping Maceio
23321,0,20/01/2026,Parque Shopping Maceio
23323,0,20/01/2026,Parque Shopping Maceio
23325,0,20/01/2026,Parque Shopping Maceio
23341,0,20/01/2026,Parque Shopping Maceio
23342,0,20/01/2026,Parque Shopping Maceio
23364,0,20/01/2026,Parque Shopping Maceio
23376,1,20/01/2026,Parque Shopping Maceio
23397,0,20/01/2026,Parque Shopping Maceio
23443,0,20/01/2026,Parque Shopping Maceio
23461,0,20/01/2026,Parque Shopping Maceio
23472,1,20/01/2026,Parque Shopping Maceio
23473,0,20/01/2026,Parque Shopping Maceio
23476,0,20/01/2026,Parque Shopping Maceio
23590,2,20/01/2026,Parque Shopping Maceio
23703,0,20/01/2026,Parque Shopping Maceio
23714,0,20/01/2026,Parque Shopping Maceio
23715,1,20/01/2026,Parque Shopping Maceio
23716,0,20/01/2026,Parque Shopping Maceio
23717,0,20/01/2026,Parque Shopping Maceio
23718,0,20/01/2026,Parque Shopping Maceio
23719,1,20/01/2026,Parque Shopping Maceio
23720,0,20/01/2026,Parque Shopping Maceio
23725,0,20/01/2026,Parque Shopping Maceio
23726,0,20/01/2026,Parque Shopping Maceio
23727,0,20/01/2026,Parque Shopping Maceio
23728,0,20/01/2026,Parque Shopping Maceio
23730,0,20/01/2026,Parque Shopping Maceio
23731,1,20/01/2026,Parque Shopping Maceio
23737,0,20/01/2026,Parque Shopping Maceio
23738,0,20/01/2026,Parque Shopping Maceio
23739,0,20/01/2026,Parque Shopping Maceio
23740,0,20/01/2026,Parque Shopping Maceio
23741,1,20/01/2026,Parque Shopping Maceio
23742,1,20/01/2026,Parque Shopping Maceio
23744,1,20/01/2026,Parque Shopping Maceio
23745,1,20/01/2026,Parque Shopping Maceio
23746,1,20/01/2026,Parque Shopping Maceio
23747,1,20/01/2026,Parque Shopping Maceio
23748,1,20/01/2026,Parque Shopping Maceio
23755,0,20/01/2026,Parque Shopping Maceio
23807,0,20/01/2026,Parque Shopping Maceio
23810,0,20/01/2026,Parque Shopping Maceio
23814,0,20/01/2026,Parque Shopping Maceio
23817,0,20/01/2026,Parque Shopping Maceio
23818,0,20/01/2026,Parque Shopping Maceio
23819,0,20/01/2026,Parque Shopping Maceio
23820,1,20/01/2026,Parque Shopping Maceio
23821,0,20/01/2026,Parque Shopping Maceio
23822,2,20/01/2026,Parque Shopping Maceio
23827,0,20/01/2026,Parque Shopping Maceio
23828,0,20/01/2026,Parque Shopping Maceio
23829,0,20/01/2026,Parque Shopping Maceio
23830,0,20/01/2026,Parque Shopping Maceio
23887,0,20/01/2026,Parque Shopping Maceio
23893,2,20/01/2026,Parque Shopping Maceio
23894,2,20/01/2026,Parque Shopping Maceio
23895,2,20/01/2026,Parque Shopping Maceio
23896,1,20/01/2026,Parque Shopping Maceio
23897,2,20/01/2026,Parque Shopping Maceio
23898,2,20/01/2026,Parque Shopping Maceio
23899,0,20/01/2026,Parque Shopping Maceio
23900,1,20/01/2026,Parque Shopping Maceio
23901,3,20/01/2026,Parque Shopping Maceio
23902,0,20/01/2026,Parque Shopping Maceio
23903,1,20/01/2026,Parque Shopping Maceio
23904,0,20/01/2026,Parque Shopping Maceio
23905,0,20/01/2026,Parque Shopping Maceio
23906,1,20/01/2026,Parque Shopping Maceio
23907,0,20/01/2026,Parque Shopping Maceio
23908,0,20/01/2026,Parque Shopping Maceio
23909,0,20/01/2026,Parque Shopping Maceio
23910,2,20/01/2026,Parque Shopping Maceio
23911,1,20/01/2026,Parque Shopping Maceio
23912,1,20/01/2026,Parque Shopping Maceio
23913,2,20/01/2026,Parque Shopping Maceio
23914,2,20/01/2026,Parque Shopping Maceio
23915,2,20/01/2026,Parque Shopping Maceio
23916,1,20/01/2026,Parque Shopping Maceio
23917,5,20/01/2026,Parque Shopping Maceio
23918,3,20/01/2026,Parque Shopping Maceio
23919,2,20/01/2026,Parque Shopping Maceio
23920,0,20/01/2026,Parque Shopping Maceio
23921,0,20/01/2026,Parque Shopping Maceio
23922,1,20/01/2026,Parque Shopping Maceio
23923,1,20/01/2026,Parque Shopping Maceio
23924,3,20/01/2026,Parque Shopping Maceio
23925,1,20/01/2026,Parque Shopping Maceio
23926,2,20/01/2026,Parque Shopping Maceio
23927,2,20/01/2026,Parque Shopping Maceio
23928,2,20/01/2026,Parque Shopping Maceio
23929,2,20/01/2026,Parque Shopping Maceio
23930,0,20/01/2026,Parque Shopping Maceio
23931,1,20/01/2026,Parque Shopping Maceio
23932,0,20/01/2026,Parque Shopping Maceio
23934,2,20/01/2026,Parque Shopping Maceio
23935,0,20/01/2026,Parque Shopping Maceio
23936,1,20/01/2026,Parque Shopping Maceio
23937,0,20/01/2026,Parque Shopping Maceio
23938,0,20/01/2026,Parque Shopping Maceio
23939,0,20/01/2026,Parque Shopping Maceio
23940,0,20/01/2026,Parque Shopping Maceio
23941,1,20/01/2026,Parque Shopping Maceio
23942,1,20/01/2026,Parque Shopping Maceio
23943,3,20/01/2026,Parque Shopping Maceio
23944,0,20/01/2026,Parque Shopping Maceio
23945,3,20/01/2026,Parque Shopping Maceio
23946,0,20/01/2026,Parque Shopping Maceio
23947,0,20/01/2026,Parque Shopping Maceio
23948,0,20/01/2026,Parque Shopping Maceio
23949,0,20/01/2026,Parque Shopping Maceio
23950,0,20/01/2026,Parque Shopping Maceio
23951,0,20/01/2026,Parque Shopping Maceio
23952,0,20/01/2026,Parque Shopping Maceio
23953,0,20/01/2026,Parque Shopping Maceio
23954,0,20/01/2026,Parque Shopping Maceio
23955,0,20/01/2026,Parque Shopping Maceio
23956,0,20/01/2026,Parque Shopping Maceio
23958,4,20/01/2026,Parque Shopping Maceio
23960,0,20/01/2026,Parque Shopping Maceio
23961,2,20/01/2026,Parque Shopping Maceio
23962,0,20/01/2026,Parque Shopping Maceio
23963,1,20/01/2026,Parque Shopping Maceio
23964,0,20/01/2026,Parque Shopping Maceio
23965,3,20/01/2026,Parque Shopping Maceio
23966,0,20/01/2026,Parque Shopping Maceio
23967,2,20/01/2026,Parque Shopping Maceio
23968,1,20/01/2026,Parque Shopping Maceio
23969,0,20/01/2026,Parque Shopping Maceio
23970,0,20/01/2026,Parque Shopping Maceio
23971,0,20/01/2026,Parque Shopping Maceio
23972,3,20/01/2026,Parque Shopping Maceio
23973,0,20/01/2026,Parque Shopping Maceio
23974,3,20/01/2026,Parque Shopping Maceio
23975,0,20/01/2026,Parque Shopping Maceio
23976,3,20/01/2026,Parque Shopping Maceio
23977,0,20/01/2026,Parque Shopping Maceio
23978,0,20/01/2026,Parque Shopping Maceio
23979,2,20/01/2026,Parque Shopping Maceio
23980,4,20/01/2026,Parque Shopping Maceio
23981,0,20/01/2026,Parque Shopping Maceio
23982,4,20/01/2026,Parque Shopping Maceio
23983,3,20/01/2026,Parque Shopping Maceio
23984,0,20/01/2026,Parque Shopping Maceio
23985,2,20/01/2026,Parque Shopping Maceio
23986,0,20/01/2026,Parque Shopping Maceio
23987,0,20/01/2026,Parque Shopping Maceio
23988,1,20/01/2026,Parque Shopping Maceio
23989,0,20/01/2026,Parque Shopping Maceio
23990,2,20/01/2026,Parque Shopping Maceio
23991,0,20/01/2026,Parque Shopping Maceio
23992,0,20/01/2026,Parque Shopping Maceio
23993,1,20/01/2026,Parque Shopping Maceio
23994,0,20/01/2026,Parque Shopping Maceio
23995,0,20/01/2026,Parque Shopping Maceio
23996,1,20/01/2026,Parque Shopping Maceio
23997,0,20/01/2026,Parque Shopping Maceio
23998,1,20/01/2026,Parque Shopping Maceio
24000,0,20/01/2026,Parque Shopping Maceio
24001,2,20/01/2026,Parque Shopping Maceio
24002,0,20/01/2026,Parque Shopping Maceio
24003,2,20/01/2026,Parque Shopping Maceio
24004,1,20/01/2026,Parque Shopping Maceio
24005,3,20/01/2026,Parque Shopping Maceio
24006,0,20/01/2026,Parque Shopping Maceio
24007,1,20/01/2026,Parque Shopping Maceio
24008,0,20/01/2026,Parque Shopping Maceio
24009,0,20/01/2026,Parque Shopping Maceio
24010,0,20/01/2026,Parque Shopping Maceio
24011,2,20/01/2026,Parque Shopping Maceio
24012,0,20/01/2026,Parque Shopping Maceio
24013,0,20/01/2026,Parque Shopping Maceio
24014,0,20/01/2026,Parque Shopping Maceio
24015,0,20/01/2026,Parque Shopping Maceio
24016,0,20/01/2026,Parque Shopping Maceio
24017,0,20/01/2026,Parque Shopping Maceio
24018,0,20/01/2026,Parque Shopping Maceio
24019,0,20/01/2026,Parque Shopping Maceio
24021,0,20/01/2026,Parque Shopping Maceio
24022,0,20/01/2026,Parque Shopping Maceio
24023,0,20/01/2026,Parque Shopping Maceio
24024,0,20/01/2026,Parque Shopping Maceio
24025,0,20/01/2026,Parque Shopping Maceio
24026,0,20/01/2026,Parque Shopping Maceio
24027,0,20/01/2026,Parque Shopping Maceio
24028,0,20/01/2026,Parque Shopping Maceio
24029,1,20/01/2026,Parque Shopping Maceio
24030,0,20/01/2026,Parque Shopping Maceio
24031,0,20/01/2026,Parque Shopping Maceio
24032,0,20/01/2026,Parque Shopping Maceio
24033,0,20/01/2026,Parque Shopping Maceio
24036,0,20/01/2026,Parque Shopping Maceio
24037,0,20/01/2026,Parque Shopping Maceio
24100,1,20/01/2026,Parque Shopping Maceio
24101,2,20/01/2026,Parque Shopping Maceio
24102,1,20/01/2026,Parque Shopping Maceio
24103,1,20/01/2026,Parque Shopping Maceio
24104,2,20/01/2026,Parque Shopping Maceio
24105,2,20/01/2026,Parque Shopping Maceio
24106,3,20/01/2026,Parque Shopping Maceio
24107,1,20/01/2026,Parque Shopping Maceio
24108,4,20/01/2026,Parque Shopping Maceio
24109,2,20/01/2026,Parque Shopping Maceio
24110,2,20/01/2026,Parque Shopping Maceio
24111,0,20/01/2026,Parque Shopping Maceio
24112,2,20/01/2026,Parque Shopping Maceio
24113,1,20/01/2026,Parque Shopping Maceio
24115,1,20/01/2026,Parque Shopping Maceio
24116,1,20/01/2026,Parque Shopping Maceio
24117,2,20/01/2026,Parque Shopping Maceio
24118,4,20/01/2026,Parque Shopping Maceio
24119,0,20/01/2026,Parque Shopping Maceio
24120,0,20/01/2026,Parque Shopping Maceio
24121,0,20/01/2026,Parque Shopping Maceio
24122,0,20/01/2026,Parque Shopping Maceio
24123,0,20/01/2026,Parque Shopping Maceio
24124,0,20/01/2026,Parque Shopping Maceio
24125,0,20/01/2026,Parque Shopping Maceio
24126,2,20/01/2026,Parque Shopping Maceio
24127,1,20/01/2026,Parque Shopping Maceio
24128,1,20/01/2026,Parque Shopping Maceio
24129,1,20/01/2026,Parque Shopping Maceio
24130,2,20/01/2026,Parque Shopping Maceio
24131,0,20/01/2026,Parque Shopping Maceio
24134,0,20/01/2026,Parque Shopping Maceio
24135,0,20/01/2026,Parque Shopping Maceio
24136,1,20/01/2026,Parque Shopping Maceio
24137,0,20/01/2026,Parque Shopping Maceio
24140,1,20/01/2026,Parque Shopping Maceio
24142,0,20/01/2026,Parque Shopping Maceio
24149,0,20/01/2026,Parque Shopping Maceio
24154,0,20/01/2026,Parque Shopping Maceio
24158,0,20/01/2026,Parque Shopping Maceio
24159,0,20/01/2026,Parque Shopping Maceio
24160,0,20/01/2026,Parque Shopping Maceio
24163,0,20/01/2026,Parque Shopping Maceio
24164,0,20/01/2026,Parque Shopping Maceio
24165,0,20/01/2026,Parque Shopping Maceio
24166,0,20/01/2026,Parque Shopping Maceio
24167,0,20/01/2026,Parque Shopping Maceio
24168,0,20/01/2026,Parque Shopping Maceio
24169,1,20/01/2026,Parque Shopping Maceio
24170,2,20/01/2026,Parque Shopping Maceio
24171,0,20/01/2026,Parque Shopping Maceio
24172,0,20/01/2026,Parque Shopping Maceio
24173,0,20/01/2026,Parque Shopping Maceio
24174,0,20/01/2026,Parque Shopping Maceio
24176,0,20/01/2026,Parque Shopping Maceio
24177,0,20/01/2026,Parque Shopping Maceio
24178,0,20/01/2026,Parque Shopping Maceio
24179,1,20/01/2026,Parque Shopping Maceio
24180,0,20/01/2026,Parque Shopping Maceio
24188,0,20/01/2026,Parque Shopping Maceio
24200,0,20/01/2026,Parque Shopping Maceio
24204,0,20/01/2026,Parque Shopping Maceio
24219,0,20/01/2026,Parque Shopping Maceio
24220,0,20/01/2026,Parque Shopping Maceio
24221,0,20/01/2026,Parque Shopping Maceio
24234,0,20/01/2026,Parque Shopping Maceio
24238,0,20/01/2026,Parque Shopping Maceio
24324,2,20/01/2026,Parque Shopping Maceio
24325,2,20/01/2026,Parque Shopping Maceio
24326,3,20/01/2026,Parque Shopping Maceio
24327,1,20/01/2026,Parque Shopping Maceio
24328,1,20/01/2026,Parque Shopping Maceio
24329,4,20/01/2026,Parque Shopping Maceio
24330,2,20/01/2026,Parque Shopping Maceio
24344,3,20/01/2026,Parque Shopping Maceio
24387,3,20/01/2026,Parque Shopping Maceio
24401,4,20/01/2026,Parque Shopping Maceio
24412,0,20/01/2026,Parque Shopping Maceio
24413,0,20/01/2026,Parque Shopping Maceio
24415,4,20/01/2026,Parque Shopping Maceio
24416,1,20/01/2026,Parque Shopping Maceio
24417,0,20/01/2026,Parque Shopping Maceio
24418,0,20/01/2026,Parque Shopping Maceio
24419,0,20/01/2026,Parque Shopping Maceio
24421,0,20/01/2026,Parque Shopping Maceio
24422,0,20/01/2026,Parque Shopping Maceio
24423,0,20/01/2026,Parque Shopping Maceio
24424,0,20/01/2026,Parque Shopping Maceio
24426,0,20/01/2026,Parque Shopping Maceio
24427,0,20/01/2026,Parque Shopping Maceio
24428,0,20/01/2026,Parque Shopping Maceio
24429,0,20/01/2026,Parque Shopping Maceio
24430,0,20/01/2026,Parque Shopping Maceio
24431,0,20/01/2026,Parque Shopping Maceio
24432,1,20/01/2026,Parque Shopping Maceio
24433,0,20/01/2026,Parque Shopping Maceio
24435,0,20/01/2026,Parque Shopping Maceio
24436,0,20/01/2026,Parque Shopping Maceio
24438,0,20/01/2026,Parque Shopping Maceio
24439,0,20/01/2026,Parque Shopping Maceio
24442,0,20/01/2026,Parque Shopping Maceio
24443,0,20/01/2026,Parque Shopping Maceio
24445,0,20/01/2026,Parque Shopping Maceio
24446,0,20/01/2026,Parque Shopping Maceio
24447,0,20/01/2026,Parque Shopping Maceio
24448,0,20/01/2026,Parque Shopping Maceio
24449,0,20/01/2026,Parque Shopping Maceio
24450,1,20/01/2026,Parque Shopping Maceio
24452,0,20/01/2026,Parque Shopping Maceio
24454,5,20/01/2026,Parque Shopping Maceio
24455,0,20/01/2026,Parque Shopping Maceio
24469,0,20/01/2026,Parque Shopping Maceio
24470,0,20/01/2026,Parque Shopping Maceio
24533,0,20/01/2026,Parque Shopping Maceio
24534,1,20/01/2026,Parque Shopping Maceio
24579,2,20/01/2026,Parque Shopping Maceio
24580,2,20/01/2026,Parque Shopping Maceio
24581,0,20/01/2026,Parque Shopping Maceio
24582,0,20/01/2026,Parque Shopping Maceio
24583,0,20/01/2026,Parque Shopping Maceio
24584,0,20/01/2026,Parque Shopping Maceio
24585,0,20/01/2026,Parque Shopping Maceio
24586,0,20/01/2026,Parque Shopping Maceio
24587,0,20/01/2026,Parque Shopping Maceio
24588,1,20/01/2026,Parque Shopping Maceio
24589,2,20/01/2026,Parque Shopping Maceio
24590,2,20/01/2026,Parque Shopping Maceio
24591,2,20/01/2026,Parque Shopping Maceio
24592,0,20/01/2026,Parque Shopping Maceio
24593,0,20/01/2026,Parque Shopping Maceio
24594,1,20/01/2026,Parque Shopping Maceio
24595,1,20/01/2026,Parque Shopping Maceio
24596,1,20/01/2026,Parque Shopping Maceio
24597,1,20/01/2026,Parque Shopping Maceio
24598,0,20/01/2026,Parque Shopping Maceio
24599,0,20/01/2026,Parque Shopping Maceio
24600,0,20/01/2026,Parque Shopping Maceio
24601,0,20/01/2026,Parque Shopping Maceio
24602,0,20/01/2026,Parque Shopping Maceio
24603,1,20/01/2026,Parque Shopping Maceio
24604,0,20/01/2026,Parque Shopping Maceio
24605,2,20/01/2026,Parque Shopping Maceio
24606,1,20/01/2026,Parque Shopping Maceio
24607,0,20/01/2026,Parque Shopping Maceio
24608,0,20/01/2026,Parque Shopping Maceio
24609,0,20/01/2026,Parque Shopping Maceio
24610,0,20/01/2026,Parque Shopping Maceio
24611,1,20/01/2026,Parque Shopping Maceio
24612,1,20/01/2026,Parque Shopping Maceio
24613,0,20/01/2026,Parque Shopping Maceio
24614,4,20/01/2026,Parque Shopping Maceio
24615,1,20/01/2026,Parque Shopping Maceio
24616,1,20/01/2026,Parque Shopping Maceio
24617,1,20/01/2026,Parque Shopping Maceio
24618,2,20/01/2026,Parque Shopping Maceio
24619,1,20/01/2026,Parque Shopping Maceio
24620,1,20/01/2026,Parque Shopping Maceio
24621,1,20/01/2026,Parque Shopping Maceio
24622,0,20/01/2026,Parque Shopping Maceio
24623,0,20/01/2026,Parque Shopping Maceio
24624,0,20/01/2026,Parque Shopping Maceio
24625,0,20/01/2026,Parque Shopping Maceio
24626,0,20/01/2026,Parque Shopping Maceio
24627,0,20/01/2026,Parque Shopping Maceio
24628,0,20/01/2026,Parque Shopping Maceio
24629,0,20/01/2026,Parque Shopping Maceio
24630,0,20/01/2026,Parque Shopping Maceio
24631,0,20/01/2026,Parque Shopping Maceio
24632,0,20/01/2026,Parque Shopping Maceio
24633,0,20/01/2026,Parque Shopping Maceio
24634,0,20/01/2026,Parque Shopping Maceio
24635,0,20/01/2026,Parque Shopping Maceio
24653,1,20/01/2026,Parque Shopping Maceio
24682,0,20/01/2026,Parque Shopping Maceio
24690,1,20/01/2026,Parque Shopping Maceio
24693,0,20/01/2026,Parque Shopping Maceio
24714,2,20/01/2026,Parque Shopping Maceio
24722,0,20/01/2026,Parque Shopping Maceio
24739,0,20/01/2026,Parque Shopping Maceio
24757,0,20/01/2026,Parque Shopping Maceio
24765,1,20/01/2026,Parque Shopping Maceio
24766,0,20/01/2026,Parque Shopping Maceio
24767,0,20/01/2026,Parque Shopping Maceio
24768,1,20/01/2026,Parque Shopping Maceio
24786,4,20/01/2026,Parque Shopping Maceio
24806,2,20/01/2026,Parque Shopping Maceio
24808,2,20/01/2026,Parque Shopping Maceio
24809,3,20/01/2026,Parque Shopping Maceio
24811,3,20/01/2026,Parque Shopping Maceio
24812,3,20/01/2026,Parque Shopping Maceio
24814,3,20/01/2026,Parque Shopping Maceio
24874,0,20/01/2026,Parque Shopping Maceio
24875,0,20/01/2026,Parque Shopping Maceio
24876,0,20/01/2026,Parque Shopping Maceio
24877,1,20/01/2026,Parque Shopping Maceio
24878,0,20/01/2026,Parque Shopping Maceio
24879,0,20/01/2026,Parque Shopping Maceio
24880,0,20/01/2026,Parque Shopping Maceio
24881,0,20/01/2026,Parque Shopping Maceio
24882,0,20/01/2026,Parque Shopping Maceio
24883,0,20/01/2026,Parque Shopping Maceio
24884,0,20/01/2026,Parque Shopping Maceio
24885,0,20/01/2026,Parque Shopping Maceio
24886,0,20/01/2026,Parque Shopping Maceio
24887,0,20/01/2026,Parque Shopping Maceio
24888,0,20/01/2026,Parque Shopping Maceio
24889,0,20/01/2026,Parque Shopping Maceio
24891,1,20/01/2026,Parque Shopping Maceio
24892,1,20/01/2026,Parque Shopping Maceio
24894,3,20/01/2026,Parque Shopping Maceio
24899,0,20/01/2026,Parque Shopping Maceio
24900,2,20/01/2026,Parque Shopping Maceio
24901,0,20/01/2026,Parque Shopping Maceio
24923,0,20/01/2026,Parque Shopping Maceio
24924,0,20/01/2026,Parque Shopping Maceio
24925,0,20/01/2026,Parque Shopping Maceio
24927,0,20/01/2026,Parque Shopping Maceio
24928,0,20/01/2026,Parque Shopping Maceio
24929,0,20/01/2026,Parque Shopping Maceio
24930,0,20/01/2026,Parque Shopping Maceio
24932,0,20/01/2026,Parque Shopping Maceio
24933,0,20/01/2026,Parque Shopping Maceio
24934,0,20/01/2026,Parque Shopping Maceio
24935,0,20/01/2026,Parque Shopping Maceio
24947,0,20/01/2026,Parque Shopping Maceio
24948,0,20/01/2026,Parque Shopping Maceio
24949,0,20/01/2026,Parque Shopping Maceio
24950,0,20/01/2026,Parque Shopping Maceio
24951,0,20/01/2026,Parque Shopping Maceio
24952,0,20/01/2026,Parque Shopping Maceio
24953,0,20/01/2026,Parque Shopping Maceio
24954,0,20/01/2026,Parque Shopping Maceio
24955,0,20/01/2026,Parque Shopping Maceio
24956,0,20/01/2026,Parque Shopping Maceio
24957,0,20/01/2026,Parque Shopping Maceio
24958,0,20/01/2026,Parque Shopping Maceio
24959,1,20/01/2026,Parque Shopping Maceio
24960,0,20/01/2026,Parque Shopping Maceio
24961,0,20/01/2026,Parque Shopping Maceio
24962,0,20/01/2026,Parque Shopping Maceio
24964,0,20/01/2026,Parque Shopping Maceio
24965,0,20/01/2026,Parque Shopping Maceio
24966,0,20/01/2026,Parque Shopping Maceio
24967,0,20/01/2026,Parque Shopping Maceio
24968,0,20/01/2026,Parque Shopping Maceio
24969,0,20/01/2026,Parque Shopping Maceio
24970,0,20/01/2026,Parque Shopping Maceio
24971,0,20/01/2026,Parque Shopping Maceio
24972,0,20/01/2026,Parque Shopping Maceio
24973,0,20/01/2026,Parque Shopping Maceio
24974,0,20/01/2026,Parque Shopping Maceio
24975,0,20/01/2026,Parque Shopping Maceio
24976,0,20/01/2026,Parque Shopping Maceio
24977,0,20/01/2026,Parque Shopping Maceio
24978,0,20/01/2026,Parque Shopping Maceio
24979,0,20/01/2026,Parque Shopping Maceio
24980,0,20/01/2026,Parque Shopping Maceio
24981,0,20/01/2026,Parque Shopping Maceio
24982,0,20/01/2026,Parque Shopping Maceio
24983,0,20/01/2026,Parque Shopping Maceio
24984,0,20/01/2026,Parque Shopping Maceio
24985,0,20/01/2026,Parque Shopping Maceio
24987,0,20/01/2026,Parque Shopping Maceio
25007,0,20/01/2026,Parque Shopping Maceio
25008,0,20/01/2026,Parque Shopping Maceio
25011,0,20/01/2026,Parque Shopping Maceio
25012,0,20/01/2026,Parque Shopping Maceio
25013,0,20/01/2026,Parque Shopping Maceio
25015,0,20/01/2026,Parque Shopping Maceio
25018,0,20/01/2026,Parque Shopping Maceio
25104,0,20/01/2026,Parque Shopping Maceio
25160,0,20/01/2026,Parque Shopping Maceio
25176,3,20/01/2026,Parque Shopping Maceio
25178,1,20/01/2026,Parque Shopping Maceio
25227,0,20/01/2026,Parque Shopping Maceio
25228,1,20/01/2026,Parque Shopping Maceio
25229,1,20/01/2026,Parque Shopping Maceio
25232,2,20/01/2026,Parque Shopping Maceio
25238,2,20/01/2026,Parque Shopping Maceio
25247,1,20/01/2026,Parque Shopping Maceio
25248,1,20/01/2026,Parque Shopping Maceio
25259,0,20/01/2026,Parque Shopping Maceio
25260,1,20/01/2026,Parque Shopping Maceio
25261,1,20/01/2026,Parque Shopping Maceio
25262,0,20/01/2026,Parque Shopping Maceio
25263,0,20/01/2026,Parque Shopping Maceio
25264,0,20/01/2026,Parque Shopping Maceio
25265,1,20/01/2026,Parque Shopping Maceio
25266,3,20/01/2026,Parque Shopping Maceio
25267,3,20/01/2026,Parque Shopping Maceio
25273,0,20/01/2026,Parque Shopping Maceio
25288,0,20/01/2026,Parque Shopping Maceio
25289,1,20/01/2026,Parque Shopping Maceio
25330,0,20/01/2026,Parque Shopping Maceio
25331,0,20/01/2026,Parque Shopping Maceio
25368,5,20/01/2026,Parque Shopping Maceio
25370,0,20/01/2026,Parque Shopping Maceio
25371,1,20/01/2026,Parque Shopping Maceio
25373,2,20/01/2026,Parque Shopping Maceio
25378,2,20/01/2026,Parque Shopping Maceio
25414,0,20/01/2026,Parque Shopping Maceio
25415,0,20/01/2026,Parque Shopping Maceio
25416,2,20/01/2026,Parque Shopping Maceio
25418,0,20/01/2026,Parque Shopping Maceio
25419,0,20/01/2026,Parque Shopping Maceio
25420,0,20/01/2026,Parque Shopping Maceio
25423,0,20/01/2026,Parque Shopping Maceio
25424,1,20/01/2026,Parque Shopping Maceio
25425,1,20/01/2026,Parque Shopping Maceio
25426,0,20/01/2026,Parque Shopping Maceio
25427,1,20/01/2026,Parque Shopping Maceio
25428,2,20/01/2026,Parque Shopping Maceio
25429,0,20/01/2026,Parque Shopping Maceio
25430,0,20/01/2026,Parque Shopping Maceio
25431,1,20/01/2026,Parque Shopping Maceio
25432,2,20/01/2026,Parque Shopping Maceio
25433,2,20/01/2026,Parque Shopping Maceio
25434,0,20/01/2026,Parque Shopping Maceio
25435,1,20/01/2026,Parque Shopping Maceio
25437,0,20/01/2026,Parque Shopping Maceio
25438,0,20/01/2026,Parque Shopping Maceio
25440,3,20/01/2026,Parque Shopping Maceio
25441,2,20/01/2026,Parque Shopping Maceio
25442,1,20/01/2026,Parque Shopping Maceio
25443,0,20/01/2026,Parque Shopping Maceio
25444,2,20/01/2026,Parque Shopping Maceio
25445,0,20/01/2026,Parque Shopping Maceio
25447,2,20/01/2026,Parque Shopping Maceio
25448,2,20/01/2026,Parque Shopping Maceio
25449,1,20/01/2026,Parque Shopping Maceio
25450,0,20/01/2026,Parque Shopping Maceio
25451,0,20/01/2026,Parque Shopping Maceio
25487,1,20/01/2026,Parque Shopping Maceio
25488,2,20/01/2026,Parque Shopping Maceio
25489,1,20/01/2026,Parque Shopping Maceio
25490,2,20/01/2026,Parque Shopping Maceio
25491,0,20/01/2026,Parque Shopping Maceio
25492,0,20/01/2026,Parque Shopping Maceio
25493,0,20/01/2026,Parque Shopping Maceio
25494,2,20/01/2026,Parque Shopping Maceio
25495,1,20/01/2026,Parque Shopping Maceio
25499,0,20/01/2026,Parque Shopping Maceio
25633,3,20/01/2026,Parque Shopping Maceio
25634,0,20/01/2026,Parque Shopping Maceio
25671,1,20/01/2026,Parque Shopping Maceio
25718,1,20/01/2026,Parque Shopping Maceio
25719,1,20/01/2026,Parque Shopping Maceio
25720,1,20/01/2026,Parque Shopping Maceio
25721,1,20/01/2026,Parque Shopping Maceio
25722,2,20/01/2026,Parque Shopping Maceio
25723,1,20/01/2026,Parque Shopping Maceio
25724,0,20/01/2026,Parque Shopping Maceio
25725,0,20/01/2026,Parque Shopping Maceio
25726,0,20/01/2026,Parque Shopping Maceio
25727,0,20/01/2026,Parque Shopping Maceio
25728,0,20/01/2026,Parque Shopping Maceio
25729,0,20/01/2026,Parque Shopping Maceio
25730,0,20/01/2026,Parque Shopping Maceio
25731,0,20/01/2026,Parque Shopping Maceio
25732,0,20/01/2026,Parque Shopping Maceio
25733,0,20/01/2026,Parque Shopping Maceio
25734,0,20/01/2026,Parque Shopping Maceio
25735,0,20/01/2026,Parque Shopping Maceio
25736,1,20/01/2026,Parque Shopping Maceio
25737,0,20/01/2026,Parque Shopping Maceio
25738,1,20/01/2026,Parque Shopping Maceio
25739,1,20/01/2026,Parque Shopping Maceio
25740,1,20/01/2026,Parque Shopping Maceio
25741,1,20/01/2026,Parque Shopping Maceio
25742,2,20/01/2026,Parque Shopping Maceio
25743,1,20/01/2026,Parque Shopping Maceio
25744,1,20/01/2026,Parque Shopping Maceio
25745,1,20/01/2026,Parque Shopping Maceio
25746,1,20/01/2026,Parque Shopping Maceio
25747,1,20/01/2026,Parque Shopping Maceio
25748,3,20/01/2026,Parque Shopping Maceio
25749,3,20/01/2026,Parque Shopping Maceio
25750,2,20/01/2026,Parque Shopping Maceio
25751,1,20/01/2026,Parque Shopping Maceio
25752,1,20/01/2026,Parque Shopping Maceio
25753,0,20/01/2026,Parque Shopping Maceio
25755,0,20/01/2026,Parque Shopping Maceio
25756,1,20/01/2026,Parque Shopping Maceio
25757,1,20/01/2026,Parque Shopping Maceio
25788,1,20/01/2026,Parque Shopping Maceio
25796,0,20/01/2026,Parque Shopping Maceio
