SKU,QtdEstoque,DataSnapshot,Laboratorio
24739,0,20/01/2026,Shopping da Bahia
24757,0,20/01/2026,Shopping da Bahia
24765,1,20/01/2026,Shopping da Bahia
24766,0,20/01/2026,Shopping da Bahia
24767,0,20/01/2026,Shopping da Bahia
24768,0,20/01/2026,Shopping da Bahia
24786,0,20/01/2026,Shopping da Bahia
24806,1,20/01/2026,Shopping da Bahia
24808,2,20/01/2026,Shopping da Bahia
24809,2,20/01/2026,Shopping da Bahia
24811,2,20/01/2026,Shopping da Bahia
24812,3,20/01/2026,Shopping da Bahia
24814,3,20/01/2026,Shopping da Bahia
24874,0,20/01/2026,Shopping da Bahia
24875,0,20/01/2026,Shopping da Bahia
24876,0,20/01/2026,Shopping da Bahia
24877,0,20/01/2026,Shopping da Bahia
24878,0,20/01/2026,Shopping da Bahia
24879,0,20/01/2026,Shopping da Bahia
24880,0,20/01/2026,Shopping da Bahia
24881,0,20/01/2026,Shopping da Bahia
24882,0,20/01/2026,Shopping da Bahia
24883,0,20/01/2026,Shopping da Bahia
24884,0,20/01/2026,Shopping da Bahia
24885,0,20/01/2026,Shopping da Bahia
24886,0,20/01/2026,Shopping da Bahia
24887,0,20/01/2026,Shopping da Bahia
24888,0,20/01/2026,Shopping da Bahia
24889,0,20/01/2026,Shopping da Bahia
24891,0,20/01/2026,Shopping da Bahia
24892,1,20/01/2026,Shopping da Bahia
24894,0,20/01/2026,Shopping da Bahia
24899,2,20/01/2026,Shopping da Bahia
24900,5,20/01/2026,Shopping da Bahia
24901,0,20/01/2026,Shopping da Bahia
24923,0,20/01/2026,Shopping da Bahia
24924,3,20/01/2026,Shopping da Bahia
24925,1,20/01/2026,Shopping da Bahia
24927,2,20/01/2026,Shopping da Bahia
24928,2,20/01/2026,Shopping da Bahia
24929,1,20/01/2026,Shopping da Bahia
24930,2,20/01/2026,Shopping da Bahia
24932,2,20/01/2026,Shopping da Bahia
24933,2,20/01/2026,Shopping da Bahia
24934,2,20/01/2026,Shopping da Bahia
24935,2,20/01/2026,Shopping da Bahia
24947,2,20/01/2026,Shopping da Bahia
24948,2,20/01/2026,Shopping da Bahia
24949,2,20/01/2026,Shopping da Bahia
24950,2,20/01/2026,Shopping da Bahia
24951,1,20/01/2026,Shopping da Bahia
24952,2,20/01/2026,Shopping da Bahia
24953,2,20/01/2026,Shopping da Bahia
24954,2,20/01/2026,Shopping da Bahia
24955,2,20/01/2026,Shopping da Bahia
24956,2,20/01/2026,Shopping da Bahia
24957,2,20/01/2026,Shopping da Bahia
24958,2,20/01/2026,Shopping da Bahia
24959,1,20/01/2026,Shopping da Bahia
24960,2,20/01/2026,Shopping da Bahia
24961,1,20/01/2026,Shopping da Bahia
24962,0,20/01/2026,Shopping da Bahia
24964,2,20/01/2026,Shopping da Bahia
24965,2,20/01/2026,Shopping da Bahia
24966,2,20/01/2026,Shopping da Bahia
24967,2,20/01/2026,Shopping da Bahia
24968,2,20/01/2026,Shopping da Bahia
24969,1,20/01/2026,Shopping da Bahia
24970,2,20/01/2026,Shopping da Bahia
24971,2,20/01/2026,Shopping da Bahia
24972,2,20/01/2026,Shopping da Bahia
24973,1,20/01/2026,Shopping da Bahia
24974,2,20/01/2026,Shopping da Bahia
24975,2,20/01/2026,Shopping da Bahia
24976,2,20/01/2026,Shopping da Bahia
24977,2,20/01/2026,Shopping da Bahia
24978,2,20/01/2026,Shopping da Bahia
24979,2,20/01/2026,Shopping da Bahia
24980,2,20/01/2026,Shopping da Bahia
24981,2,20/01/2026,Shopping da Bahia
24982,2,20/01/2026,Shopping da Bahia
24983,2,20/01/2026,Shopping da Bahia
24984,2,20/01/2026,Shopping da Bahia
24985,0,20/01/2026,Shopping da Bahia
24987,0,20/01/2026,Shopping da Bahia
25007,2,20/01/2026,Shopping da Bahia
25008,2,20/01/2026,Shopping da Bahia
25011,0,20/01/2026,Shopping da Bahia
25012,0,20/01/2026,Shopping da Bahia
25013,0,20/01/2026,Shopping da Bahia
25015,0,20/01/2026,Shopping da Bahia
25018,0,20/01/2026,Shopping da Bahia
25104,2,20/01/2026,Shopping da Bahia
25160,3,20/01/2026,Shopping da Bahia
25176,1,20/01/2026,Shopping da Bahia
25178,2,20/01/2026,Shopping da Bahia
25227,0,20/01/2026,Shopping da Bahia
25228,2,20/01/2026,Shopping da Bahia
25229,0,20/01/2026,Shopping da Bahia
25232,2,20/01/2026,Shopping da Bahia
25238,0,20/01/2026,Shopping da Bahia
25247,3,20/01/2026,Shopping da Bahia
25248,2,20/01/2026,Shopping da Bahia
25259,1,20/01/2026,Shopping da Bahia
25260,1,20/01/2026,Shopping da Bahia
25261,0,20/01/2026,Shopping da Bahia
25262,0,20/01/2026,Shopping da Bahia
25263,0,20/01/2026,Shopping da Bahia
25264,0,20/01/2026,Shopping da Bahia
25265,3,20/01/2026,Shopping da Bahia
25266,2,20/01/2026,Shopping da Bahia
25267,1,20/01/2026,Shopping da Bahia
25273,0,20/01/2026,Shopping da Bahia
25288,0,20/01/2026,Shopping da Bahia
25289,0,20/01/2026,Shopping da Bahia
25330,0,20/01/2026,Shopping da Bahia
25331,0,20/01/2026,Shopping da Bahia
25368,2,20/01/2026,Shopping da Bahia
25370,1,20/01/2026,Shopping da Bahia
25371,2,20/01/2026,Shopping da Bahia
25373,5,20/01/2026,Shopping da Bahia
25378,1,20/01/2026,Shopping da Bahia
25414,0,20/01/2026,Shopping da Bahia
25415,1,20/01/2026,Shopping da Bahia
25416,0,20/01/2026,Shopping da Bahia
25418,0,20/01/2026,Shopping da Bahia
25419,0,20/01/2026,Shopping da Bahia
25420,0,20/01/2026,Shopping da Bahia
25423,0,20/01/2026,Shopping da Bahia
25424,1,20/01/2026,Shopping da Bahia
25425,0,20/01/2026,Shopping da Bahia
25426,1,20/01/2026,Shopping da Bahia
25427,0,20/01/2026,Shopping da Bahia
25428,0,20/01/2026,Shopping da Bahia
25429,0,20/01/2026,Shopping da Bahia
25430,0,20/01/2026,Shopping da Bahia
25431,0,20/01/2026,Shopping da Bahia
25432,0,20/01/2026,Shopping da Bahia
25433,2,20/01/2026,Shopping da Bahia
25434,0,20/01/2026,Shopping da Bahia
25435,0,20/01/2026,Shopping da Bahia
25437,0,20/01/2026,Shopping da Bahia
25438,0,20/01/2026,Shopping da Bahia
25440,0,20/01/2026,Shopping da Bahia
25441,0,20/01/2026,Shopping da Bahia
25442,0,20/01/2026,Shopping da Bahia
25443,2,20/01/2026,Shopping da Bahia
25444,0,20/01/2026,Shopping da Bahia
25445,0,20/01/2026,Shopping da Bahia
25447,0,20/01/2026,Shopping da Bahia
25448,0,20/01/2026,Shopping da Bahia
25449,0,20/01/2026,Shopping da Bahia
25450,2,20/01/2026,Shopping da Bahia
25451,1,20/01/2026,Shopping da Bahia
25487,2,20/01/2026,Shopping da Bahia
25488,1,20/01/2026,Shopping da Bahia
25489,1,20/01/2026,Shopping da Bahia
25490,0,20/01/2026,Shopping da Bahia
25491,0,20/01/2026,Shopping da Bahia
25492,3,20/01/2026,Shopping da Bahia
25493,1,20/01/2026,Shopping da Bahia
25494,2,20/01/2026,Shopping da Bahia
25495,2,20/01/2026,Shopping da Bahia
25499,1,20/01/2026,Shopping da Bahia
25633,1,20/01/2026,Shopping da Bahia
25634,1,20/01/2026,Shopping da Bahia
25671,0,20/01/2026,Shopping da Bahia
25718,0,20/01/2026,Shopping da Bahia
25719,3,20/01/2026,Shopping da Bahia
25720,4,20/01/2026,Shopping da Bahia
25721,2,20/01/2026,Shopping da Bahia
25722,8,20/01/2026,Shopping da Bahia
25723,2,20/01/2026,Shopping da Bahia
25724,1,20/01/2026,Shopping da Bahia
25725,0,20/01/2026,Shopping da Bahia
25726,1,20/01/2026,Shopping da Bahia
25727,0,20/01/2026,Shopping da Bahia
25728,1,20/01/2026,Shopping da Bahia
25729,0,20/01/2026,Shopping da Bahia
25730,0,20/01/2026,Shopping da Bahia
25731,0,20/01/2026,Shopping da Bahia
25732,0,20/01/2026,Shopping da Bahia
25733,0,20/01/2026,Shopping da Bahia
25734,0,20/01/2026,Shopping da Bahia
25735,0,20/01/2026,Shopping da Bahia
25736,1,20/01/2026,Shopping da Bahia
25737,0,20/01/2026,Shopping da Bahia
25738,1,20/01/2026,Shopping da Bahia
25739,2,20/01/2026,Shopping da Bahia
25740,0,20/01/2026,Shopping da Bahia
25741,0,20/01/2026,Shopping da Bahia
25742,0,20/01/2026,Shopping da Bahia
25743,2,20/01/2026,Shopping da Bahia
25744,0,20/01/2026,Shopping da Bahia
25745,1,20/01/2026,Shopping da Bahia
25746,1,20/01/2026,Shopping da Bahia
25747,5,20/01/2026,Shopping da Bahia
25748,2,20/01/2026,Shopping da Bahia
25749,2,20/01/2026,Shopping da Bahia
25750,3,20/01/2026,Shopping da Bahia
25751,3,20/01/2026,Shopping da Bahia
25752,3,20/01/2026,Shopping da Bahia
25753,0,20/01/2026,Shopping da Bahia
25755,0,20/01/2026,Shopping da Bahia
25756,2,20/01/2026,Shopping da Bahia
25757,0,20/01/2026,Shopping da Bahia
25788,0,20/01/2026,Shopping da Bahia
25796,0,20/01/2026,Shopping da Bahia
25797,0,20/01/2026,Shopping da Bahia
25800,0,20/01/2026,Shopping da Bahia
25808,1,20/01/2026,Shopping da Bahia
25810,2,20/01/2026,Shopping da Bahia
25811,0,20/01/2026,Shopping da Bahia
25812,1,20/01/2026,Shopping da Bahia
25813,0,20/01/2026,Shopping da Bahia
25814,0,20/01/2026,Shopping da Bahia
25815,0,20/01/2026,Shopping da Bahia
25816,0,20/01/2026,Shopping da Bahia
25817,0,20/01/2026,Shopping da Bahia
25818,0,20/01/2026,Shopping da Bahia
25819,0,20/01/2026,Shopping da Bahia
25831,0,20/01/2026,Shopping da Bahia
25838,0,20/01/2026,Shopping da Bahia
25840,0,20/01/2026,Shopping da Bahia
25842,0,20/01/2026,Shopping da Bahia
25846,0,20/01/2026,Shopping da Bahia
25849,0,20/01/2026,Shopping da Bahia
25854,0,20/01/2026,Shopping da Bahia
25855,0,20/01/2026,Shopping da Bahia
25856,0,20/01/2026,Shopping da Bahia
25857,0,20/01/2026,Shopping da Bahia
25858,0,20/01/2026,Shopping da Bahia
25859,0,20/01/2026,Shopping da Bahia
25860,0,20/01/2026,Shopping da Bahia
25862,0,20/01/2026,Shopping da Bahia
25868,0,20/01/2026,Shopping da Bahia
25869,0,20/01/2026,Shopping da Bahia
25880,0,20/01/2026,Shopping da Bahia
25881,0,20/01/2026,Shopping da Bahia
25883,0,20/01/2026,Shopping da Bahia
26056,0,20/01/2026,Shopping da Bahia
26057,0,20/01/2026,Shopping da Bahia
26067,0,20/01/2026,Shopping da Bahia
26092,2,20/01/2026,Shopping da Bahia
26093,0,20/01/2026,Shopping da Bahia
26094,2,20/01/2026,Shopping da Bahia
26101,0,20/01/2026,Shopping da Bahia
26131,0,20/01/2026,Shopping da Bahia
26132,1,20/01/2026,Shopping da Bahia
26139,3,20/01/2026,Shopping da Bahia
26140,0,20/01/2026,Shopping da Bahia
26177,1,20/01/2026,Shopping da Bahia
26178,2,20/01/2026,Shopping da Bahia
26179,2,20/01/2026,Shopping da Bahia
26180,1,20/01/2026,Shopping da Bahia
26181,2,20/01/2026,Shopping da Bahia
26182,1,20/01/2026,Shopping da Bahia
26183,0,20/01/2026,Shopping da Bahia
26184,2,20/01/2026,Shopping da Bahia
26185,3,20/01/2026,Shopping da Bahia
26190,3,20/01/2026,Shopping da Bahia
26202,2,20/01/2026,Shopping da Bahia
26203,2,20/01/2026,Shopping da Bahia
26204,3,20/01/2026,Shopping da Bahia
26205,2,20/01/2026,Shopping da Bahia
26206,3,20/01/2026,Shopping da Bahia
26207,2,20/01/2026,Shopping da Bahia
26208,4,20/01/2026,Shopping da Bahia
26209,1,20/01/2026,Shopping da Bahia
26210,2,20/01/2026,Shopping da Bahia
26211,1,20/01/2026,Shopping da Bahia
26212,1,20/01/2026,Shopping da Bahia
26213,0,20/01/2026,Shopping da Bahia
26214,2,20/01/2026,Shopping da Bahia
26215,2,20/01/2026,Shopping da Bahia
26216,2,20/01/2026,Shopping da Bahia
26217,2,20/01/2026,Shopping da Bahia
26218,2,20/01/2026,Shopping da Bahia
26219,0,20/01/2026,Shopping da Bahia
26220,2,20/01/2026,Shopping da Bahia
26221,1,20/01/2026,Shopping da Bahia
26243,1,20/01/2026,Shopping da Bahia
26244,1,20/01/2026,Shopping da Bahia
26245,0,20/01/2026,Shopping da Bahia
26258,0,20/01/2026,Shopping da Bahia
26260,0,20/01/2026,Shopping da Bahia
26268,4,20/01/2026,Shopping da Bahia
26269,2,20/01/2026,Shopping da Bahia
26270,3,20/01/2026,Shopping da Bahia
26275,2,20/01/2026,Shopping da Bahia
26278,2,20/01/2026,Shopping da Bahia
26294,0,20/01/2026,Shopping da Bahia
26322,0,20/01/2026,Shopping da Bahia
26326,1,20/01/2026,Shopping da Bahia
26365,0,20/01/2026,Shopping da Bahia
26366,0,20/01/2026,Shopping da Bahia
26367,0,20/01/2026,Shopping da Bahia
26368,0,20/01/2026,Shopping da Bahia
26369,0,20/01/2026,Shopping da Bahia
26370,0,20/01/2026,Shopping da Bahia
26371,0,20/01/2026,Shopping da Bahia
26372,0,20/01/2026,Shopping da Bahia
26373,1,20/01/2026,Shopping da Bahia
26374,0,20/01/2026,Shopping da Bahia
26375,0,20/01/2026,Shopping da Bahia
26376,0,20/01/2026,Shopping da Bahia
26377,0,20/01/2026,Shopping da Bahia
26378,0,20/01/2026,Shopping da Bahia
26379,0,20/01/2026,Shopping da Bahia
26380,0,20/01/2026,Shopping da Bahia
26381,0,20/01/2026,Shopping da Bahia
26382,0,20/01/2026,Shopping da Bahia
26383,0,20/01/2026,Shopping da Bahia
26384,0,20/01/2026,Shopping da Bahia
26385,0,20/01/2026,Shopping da Bahia
26386,0,20/01/2026,Shopping da Bahia
26387,1,20/01/2026,Shopping da Bahia
26388,0,20/01/2026,Shopping da Bahia
26389,1,20/01/2026,Shopping da Bahia
26399,0,20/01/2026,Shopping da Bahia
26400,0,20/01/2026,Shopping da Bahia
26401,2,20/01/2026,Shopping da Bahia
26402,0,20/01/2026,Shopping da Bahia
26403,0,20/01/2026,Shopping da Bahia
26404,2,20/01/2026,Shopping da Bahia
26405,0,20/01/2026,Shopping da Bahia
26406,0,20/01/2026,Shopping da Bahia
26407,0,20/01/2026,Shopping da Bahia
26408,0,20/01/2026,Shopping da Bahia
26409,0,20/01/2026,Shopping da Bahia
26410,0,20/01/2026,Shopping da Bahia
26411,2,20/01/2026,Shopping da Bahia
26412,0,20/01/2026,Shopping da Bahia
26413,2,20/01/2026,Shopping da Bahia
26414,1,20/01/2026,Shopping da Bahia
26415,0,20/01/2026,Shopping da Bahia
26450,0,20/01/2026,Shopping da Bahia
26583,0,20/01/2026,Shopping da Bahia
26589,0,20/01/2026,Shopping da Bahia
26590,0,20/01/2026,Shopping da Bahia
26598,2,20/01/2026,Shopping da Bahia
26599,1,20/01/2026,Shopping da Bahia
26600,2,20/01/2026,Shopping da Bahia
26601,1,20/01/2026,Shopping da Bahia
26692,0,20/01/2026,Shopping da Bahia
26721,3,20/01/2026,Shopping da Bahia
26722,1,20/01/2026,Shopping da Bahia
26723,2,20/01/2026,Shopping da Bahia
26745,0,20/01/2026,Shopping da Bahia
26746,0,20/01/2026,Shopping da Bahia
26747,0,20/01/2026,Shopping da Bahia
26748,0,20/01/2026,Shopping da Bahia
26749,0,20/01/2026,Shopping da Bahia
26750,0,20/01/2026,Shopping da Bahia
26751,0,20/01/2026,Shopping da Bahia
26752,0,20/01/2026,Shopping da Bahia
26753,0,20/01/2026,Shopping da Bahia
26754,0,20/01/2026,Shopping da Bahia
26755,0,20/01/2026,Shopping da Bahia
26756,0,20/01/2026,Shopping da Bahia
26757,0,20/01/2026,Shopping da Bahia
26758,0,20/01/2026,Shopping da Bahia
26759,0,20/01/2026,Shopping da Bahia
26760,0,20/01/2026,Shopping da Bahia
26761,0,20/01/2026,Shopping da Bahia
26762,0,20/01/2026,Shopping da Bahia
26764,0,20/01/2026,Shopping da Bahia
26766,1,20/01/2026,Shopping da Bahia
26767,2,20/01/2026,Shopping da Bahia
26768,0,20/01/2026,Shopping da Bahia
26769,4,20/01/2026,Shopping da Bahia
26815,0,20/01/2026,Shopping da Bahia
26829,1,20/01/2026,Shopping da Bahia
26842,0,20/01/2026,Shopping da Bahia
26843,0,20/01/2026,Shopping da Bahia
26844,1,20/01/2026,Shopping da Bahia
26845,1,20/01/2026,Shopping da Bahia
26923,0,20/01/2026,Shopping da Bahia
26931,2,20/01/2026,Shopping da Bahia
26932,2,20/01/2026,Shopping da Bahia
26934,0,20/01/2026,Shopping da Bahia
26935,0,20/01/2026,Shopping da Bahia
26936,0,20/01/2026,Shopping da Bahia
26938,0,20/01/2026,Shopping da Bahia
26940,0,20/01/2026,Shopping da Bahia
26942,0,20/01/2026,Shopping da Bahia
26944,3,20/01/2026,Shopping da Bahia
26945,2,20/01/2026,Shopping da Bahia
26946,0,20/01/2026,Shopping da Bahia
26947,1,20/01/2026,Shopping da Bahia
26948,1,20/01/2026,Shopping da Bahia
26949,3,20/01/2026,Shopping da Bahia
26950,2,20/01/2026,Shopping da Bahia
26951,0,20/01/2026,Shopping da Bahia
26952,3,20/01/2026,Shopping da Bahia
313,0,20/01/2026,Shopping Iguatemi Fortaleza
322,0,20/01/2026,Shopping Iguatemi Fortaleza
338,0,20/01/2026,Shopping Iguatemi Fortaleza
341,0,20/01/2026,Shopping Iguatemi Fortaleza
398,0,20/01/2026,Shopping Iguatemi Fortaleza
610,0,20/01/2026,Shopping Iguatemi Fortaleza
674,0,20/01/2026,Shopping Iguatemi Fortaleza
727,3,20/01/2026,Shopping Iguatemi Fortaleza
887,0,20/01/2026,Shopping Iguatemi Fortaleza
888,0,20/01/2026,Shopping Iguatemi Fortaleza
889,5,20/01/2026,Shopping Iguatemi Fortaleza
890,3,20/01/2026,Shopping Iguatemi Fortaleza
1049,0,20/01/2026,Shopping Iguatemi Fortaleza
1100,0,20/01/2026,Shopping Iguatemi Fortaleza
1109,1,20/01/2026,Shopping Iguatemi Fortaleza
1119,0,20/01/2026,Shopping Iguatemi Fortaleza
1276,0,20/01/2026,Shopping Iguatemi Fortaleza
1277,0,20/01/2026,Shopping Iguatemi Fortaleza
1362,0,20/01/2026,Shopping Iguatemi Fortaleza
1363,0,20/01/2026,Shopping Iguatemi Fortaleza
1367,1,20/01/2026,Shopping Iguatemi Fortaleza
1368,0,20/01/2026,Shopping Iguatemi Fortaleza
1405,0,20/01/2026,Shopping Iguatemi Fortaleza
1438,0,20/01/2026,Shopping Iguatemi Fortaleza
1499,0,20/01/2026,Shopping Iguatemi Fortaleza
1526,0,20/01/2026,Shopping Iguatemi Fortaleza
1712,0,20/01/2026,Shopping Iguatemi Fortaleza
1941,0,20/01/2026,Shopping Iguatemi Fortaleza
2197,0,20/01/2026,Shopping Iguatemi Fortaleza
2200,0,20/01/2026,Shopping Iguatemi Fortaleza
2202,0,20/01/2026,Shopping Iguatemi Fortaleza
2207,0,20/01/2026,Shopping Iguatemi Fortaleza
2208,0,20/01/2026,Shopping Iguatemi Fortaleza
2217,3,20/01/2026,Shopping Iguatemi Fortaleza
2398,0,20/01/2026,Shopping Iguatemi Fortaleza
2403,0,20/01/2026,Shopping Iguatemi Fortaleza
2617,0,20/01/2026,Shopping Iguatemi Fortaleza
2646,0,20/01/2026,Shopping Iguatemi Fortaleza
2693,0,20/01/2026,Shopping Iguatemi Fortaleza
2697,0,20/01/2026,Shopping Iguatemi Fortaleza
2721,0,20/01/2026,Shopping Iguatemi Fortaleza
2723,2,20/01/2026,Shopping Iguatemi Fortaleza
2725,1,20/01/2026,Shopping Iguatemi Fortaleza
2811,1,20/01/2026,Shopping Iguatemi Fortaleza
2842,3,20/01/2026,Shopping Iguatemi Fortaleza
2844,2,20/01/2026,Shopping Iguatemi Fortaleza
2845,0,20/01/2026,Shopping Iguatemi Fortaleza
2867,0,20/01/2026,Shopping Iguatemi Fortaleza
2881,0,20/01/2026,Shopping Iguatemi Fortaleza
2930,0,20/01/2026,Shopping Iguatemi Fortaleza
3056,3,20/01/2026,Shopping Iguatemi Fortaleza
3065,0,20/01/2026,Shopping Iguatemi Fortaleza
3099,3,20/01/2026,Shopping Iguatemi Fortaleza
3147,3,20/01/2026,Shopping Iguatemi Fortaleza
3190,0,20/01/2026,Shopping Iguatemi Fortaleza
3406,0,20/01/2026,Shopping Iguatemi Fortaleza
3462,0,20/01/2026,Shopping Iguatemi Fortaleza
3532,0,20/01/2026,Shopping Iguatemi Fortaleza
3533,0,20/01/2026,Shopping Iguatemi Fortaleza
3554,1,20/01/2026,Shopping Iguatemi Fortaleza
3555,2,20/01/2026,Shopping Iguatemi Fortaleza
3556,2,20/01/2026,Shopping Iguatemi Fortaleza
3573,0,20/01/2026,Shopping Iguatemi Fortaleza
3746,4,20/01/2026,Shopping Iguatemi Fortaleza
3747,2,20/01/2026,Shopping Iguatemi Fortaleza
3751,2,20/01/2026,Shopping Iguatemi Fortaleza
3800,2,20/01/2026,Shopping Iguatemi Fortaleza
3823,1,20/01/2026,Shopping Iguatemi Fortaleza
3825,3,20/01/2026,Shopping Iguatemi Fortaleza
3871,0,20/01/2026,Shopping Iguatemi Fortaleza
3882,5,20/01/2026,Shopping Iguatemi Fortaleza
3901,0,20/01/2026,Shopping Iguatemi Fortaleza
3904,0,20/01/2026,Shopping Iguatemi Fortaleza
3905,0,20/01/2026,Shopping Iguatemi Fortaleza
3906,5,20/01/2026,Shopping Iguatemi Fortaleza
3969,1,20/01/2026,Shopping Iguatemi Fortaleza
4028,0,20/01/2026,Shopping Iguatemi Fortaleza
4030,2,20/01/2026,Shopping Iguatemi Fortaleza
4031,2,20/01/2026,Shopping Iguatemi Fortaleza
4032,0,20/01/2026,Shopping Iguatemi Fortaleza
4033,0,20/01/2026,Shopping Iguatemi Fortaleza
4034,0,20/01/2026,Shopping Iguatemi Fortaleza
4035,0,20/01/2026,Shopping Iguatemi Fortaleza
4054,0,20/01/2026,Shopping Iguatemi Fortaleza
4111,0,20/01/2026,Shopping Iguatemi Fortaleza
4112,0,20/01/2026,Shopping Iguatemi Fortaleza
4113,0,20/01/2026,Shopping Iguatemi Fortaleza
4114,0,20/01/2026,Shopping Iguatemi Fortaleza
4140,0,20/01/2026,Shopping Iguatemi Fortaleza
4141,0,20/01/2026,Shopping Iguatemi Fortaleza
4147,0,20/01/2026,Shopping Iguatemi Fortaleza
4148,2,20/01/2026,Shopping Iguatemi Fortaleza
4149,2,20/01/2026,Shopping Iguatemi Fortaleza
4160,0,20/01/2026,Shopping Iguatemi Fortaleza
4310,1,20/01/2026,Shopping Iguatemi Fortaleza
4312,2,20/01/2026,Shopping Iguatemi Fortaleza
4325,0,20/01/2026,Shopping Iguatemi Fortaleza
4347,0,20/01/2026,Shopping Iguatemi Fortaleza
4348,2,20/01/2026,Shopping Iguatemi Fortaleza
4349,2,20/01/2026,Shopping Iguatemi Fortaleza
4350,0,20/01/2026,Shopping Iguatemi Fortaleza
4351,2,20/01/2026,Shopping Iguatemi Fortaleza
4352,0,20/01/2026,Shopping Iguatemi Fortaleza
4353,3,20/01/2026,Shopping Iguatemi Fortaleza
4354,0,20/01/2026,Shopping Iguatemi Fortaleza
4355,1,20/01/2026,Shopping Iguatemi Fortaleza
4356,2,20/01/2026,Shopping Iguatemi Fortaleza
4357,2,20/01/2026,Shopping Iguatemi Fortaleza
4358,2,20/01/2026,Shopping Iguatemi Fortaleza
4359,2,20/01/2026,Shopping Iguatemi Fortaleza
4362,1,20/01/2026,Shopping Iguatemi Fortaleza
4363,4,20/01/2026,Shopping Iguatemi Fortaleza
4364,0,20/01/2026,Shopping Iguatemi Fortaleza
4365,0,20/01/2026,Shopping Iguatemi Fortaleza
4366,2,20/01/2026,Shopping Iguatemi Fortaleza
4367,1,20/01/2026,Shopping Iguatemi Fortaleza
4368,0,20/01/2026,Shopping Iguatemi Fortaleza
4372,0,20/01/2026,Shopping Iguatemi Fortaleza
4380,2,20/01/2026,Shopping Iguatemi Fortaleza
4382,0,20/01/2026,Shopping Iguatemi Fortaleza
4395,0,20/01/2026,Shopping Iguatemi Fortaleza
4434,0,20/01/2026,Shopping Iguatemi Fortaleza
4456,0,20/01/2026,Shopping Iguatemi Fortaleza
4457,2,20/01/2026,Shopping Iguatemi Fortaleza
4459,0,20/01/2026,Shopping Iguatemi Fortaleza
4460,1,20/01/2026,Shopping Iguatemi Fortaleza
4497,3,20/01/2026,Shopping Iguatemi Fortaleza
4499,0,20/01/2026,Shopping Iguatemi Fortaleza
4550,0,20/01/2026,Shopping Iguatemi Fortaleza
4600,2,20/01/2026,Shopping Iguatemi Fortaleza
4658,0,20/01/2026,Shopping Iguatemi Fortaleza
4660,0,20/01/2026,Shopping Iguatemi Fortaleza
4687,0,20/01/2026,Shopping Iguatemi Fortaleza
4688,0,20/01/2026,Shopping Iguatemi Fortaleza
4700,1,20/01/2026,Shopping Iguatemi Fortaleza
4725,0,20/01/2026,Shopping Iguatemi Fortaleza
4726,2,20/01/2026,Shopping Iguatemi Fortaleza
4727,1,20/01/2026,Shopping Iguatemi Fortaleza
4728,2,20/01/2026,Shopping Iguatemi Fortaleza
4750,0,20/01/2026,Shopping Iguatemi Fortaleza
4882,0,20/01/2026,Shopping Iguatemi Fortaleza
4980,0,20/01/2026,Shopping Iguatemi Fortaleza
4981,2,20/01/2026,Shopping Iguatemi Fortaleza
5049,1,20/01/2026,Shopping Iguatemi Fortaleza
5702,0,20/01/2026,Shopping Iguatemi Fortaleza
5703,0,20/01/2026,Shopping Iguatemi Fortaleza
5704,1,20/01/2026,Shopping Iguatemi Fortaleza
5705,1,20/01/2026,Shopping Iguatemi Fortaleza
6332,0,20/01/2026,Shopping Iguatemi Fortaleza
8144,3,20/01/2026,Shopping Iguatemi Fortaleza
8145,2,20/01/2026,Shopping Iguatemi Fortaleza
8146,2,20/01/2026,Shopping Iguatemi Fortaleza
8152,0,20/01/2026,Shopping Iguatemi Fortaleza
8153,2,20/01/2026,Shopping Iguatemi Fortaleza
8154,2,20/01/2026,Shopping Iguatemi Fortaleza
8155,1,20/01/2026,Shopping Iguatemi Fortaleza
8156,0,20/01/2026,Shopping Iguatemi Fortaleza
8157,2,20/01/2026,Shopping Iguatemi Fortaleza
8158,2,20/01/2026,Shopping Iguatemi Fortaleza
8159,5,20/01/2026,Shopping Iguatemi Fortaleza
8520,2,20/01/2026,Shopping Iguatemi Fortaleza
8521,1,20/01/2026,Shopping Iguatemi Fortaleza
20715,0,20/01/2026,Shopping Iguatemi Fortaleza
20716,3,20/01/2026,Shopping Iguatemi Fortaleza
20717,0,20/01/2026,Shopping Iguatemi Fortaleza
20718,2,20/01/2026,Shopping Iguatemi Fortaleza
20719,2,20/01/2026,Shopping Iguatemi Fortaleza
20720,2,20/01/2026,Shopping Iguatemi Fortaleza
20721,1,20/01/2026,Shopping Iguatemi Fortaleza
20722,2,20/01/2026,Shopping Iguatemi Fortaleza
20723,1,20/01/2026,Shopping Iguatemi Fortaleza
20737,2,20/01/2026,Shopping Iguatemi Fortaleza
20755,0,20/01/2026,Shopping Iguatemi Fortaleza
20790,0,20/01/2026,Shopping Iguatemi Fortaleza
20791,0,20/01/2026,Shopping Iguatemi Fortaleza
20792,0,20/01/2026,Shopping Iguatemi Fortaleza
20793,0,20/01/2026,Shopping Iguatemi Fortaleza
20833,0,20/01/2026,Shopping Iguatemi Fortaleza
20834,0,20/01/2026,Shopping Iguatemi Fortaleza
20875,2,20/01/2026,Shopping Iguatemi Fortaleza
20877,0,20/01/2026,Shopping Iguatemi Fortaleza
20990,0,20/01/2026,Shopping Iguatemi Fortaleza
